Brachymyrmex cordemoyi,Camponotus maculatus,Cardiocondyla emeryi,Hypoponera mu03,Hypoponera punctatissima,Monomorium floricola,Nylanderia bourbonica,Pheidole indica,Pheidole megacephala,Pheidole parva,Strumigenys simoni,Syllophopsis sechellensis,Tapinoma melanocephalum,Tapinoma subtile,Technomyrmex pallipes,Technomyrmex vitiensis,Tetramorium simillimum
105,3,22,3,1,2,6,1,1044,1,1,1,1,1,1,1,42
